web-scraper-order,web-scraper-start-url,companies_name_column,company_url_pg1-href,ville_pg1,site_pg1,site_pg1-href,company_pres,company_looking_for,category,equipe,equipe-href,team titles
1693133370-52,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,ISATIS,https://www.welcometothejungle.com/en/companies/isatis?q=d41d252ba7618dd060c973d7dce444ec&o=23319,Lons-Le-Saunier,Voir le site,https://rsp.fr/,"Le quotidien des équipes s'organise autour du Business Development, du marketing, de la communication et de la relation marché. Coopération et intelligence collective sont les moteurs de votre motivation. Ce qui unit les collaborateurs : Etre utile aux clients, mettre en place des indicateurs pour mesurer la performance...Autant de facteurs clés de succès qui obligent à l'excellence.","Le Monday brief : partage autour de l'actualité de l'agence
Les Réso'ptimistes : partage autour d'expériences inspirantes (sport, culture, art, business...)","Marketing / Communications, Organization / Management, Strategy",Équipe,https://www.welcometothejungle.com/en/companies/isatis/team,"Découvrez ISATIS avec Jules, Chef de Projet"
1693133370-53,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,ISATIS,https://www.welcometothejungle.com/en/companies/isatis?q=d41d252ba7618dd060c973d7dce444ec&o=23319,Lons-Le-Saunier,Voir le site,https://rsp.fr/,"Le quotidien des équipes s'organise autour du Business Development, du marketing, de la communication et de la relation marché. Coopération et intelligence collective sont les moteurs de votre motivation. Ce qui unit les collaborateurs : Etre utile aux clients, mettre en place des indicateurs pour mesurer la performance...Autant de facteurs clés de succès qui obligent à l'excellence.","Le Monday brief : partage autour de l'actualité de l'agence
Les Réso'ptimistes : partage autour d'expériences inspirantes (sport, culture, art, business...)","Marketing / Communications, Organization / Management, Strategy",Équipe,https://www.welcometothejungle.com/en/companies/isatis/team,"Découvrez ISATIS avec Eléa, Alternante en management stratégique"
1693133377-54,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Cérès,https://www.welcometothejungle.com/en/companies/ceres-growth-marketing?q=d41d252ba7618dd060c973d7dce444ec&o=20383,Paris,Voir le site,https://www.ceres.agency/,"Cérès est une agence de consulting Revops, nous accompagnons nos clients avec un rôle stratégique et opérationnel sur des sujets liés à l’administration d'outils et de campagnes sales & marketing.Pour nous aider dans l'accomplissement de nos missions, nous travaillons principalement avec les écosystèmes d'Hubspot et Salesforce. Nous répondons également à des besoins spécifiques en construisant des connecteurs ou des applications externes avec leurs outils.Depuis 2018 on accompagne des startup et des scaleup sur leurs enjeux de croissance et de performance.","Cérès cherchent des personnes qui:aime la tech, un peu geek, curieuse 🤓Approche conseil, car les hard skills c'est bien, mais encore faut-il pouvoir les appliquer 🧙Profil atypique bienvenu, nous ne regardons pas le rang d'école, nous regardons d'abord les compétences 📚","Digital, Digital Marketing / Data Marketing, IT / Digital",Équipe,https://www.welcometothejungle.com/en/companies/ceres-growth-marketing/team-1,"Rencontrez Simon, Co fondateur"
1693133377-55,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Cérès,https://www.welcometothejungle.com/en/companies/ceres-growth-marketing?q=d41d252ba7618dd060c973d7dce444ec&o=20383,Paris,Voir le site,https://www.ceres.agency/,"Cérès est une agence de consulting Revops, nous accompagnons nos clients avec un rôle stratégique et opérationnel sur des sujets liés à l’administration d'outils et de campagnes sales & marketing.Pour nous aider dans l'accomplissement de nos missions, nous travaillons principalement avec les écosystèmes d'Hubspot et Salesforce. Nous répondons également à des besoins spécifiques en construisant des connecteurs ou des applications externes avec leurs outils.Depuis 2018 on accompagne des startup et des scaleup sur leurs enjeux de croissance et de performance.","Cérès cherchent des personnes qui:aime la tech, un peu geek, curieuse 🤓Approche conseil, car les hard skills c'est bien, mais encore faut-il pouvoir les appliquer 🧙Profil atypique bienvenu, nous ne regardons pas le rang d'école, nous regardons d'abord les compétences 📚","Digital, Digital Marketing / Data Marketing, IT / Digital",Équipe,https://www.welcometothejungle.com/en/companies/ceres-growth-marketing/team-1,"Rencontrez Bruno, Partner & Revops manager"
1693133377-56,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Cérès,https://www.welcometothejungle.com/en/companies/ceres-growth-marketing?q=d41d252ba7618dd060c973d7dce444ec&o=20383,Paris,Voir le site,https://www.ceres.agency/,"Cérès est une agence de consulting Revops, nous accompagnons nos clients avec un rôle stratégique et opérationnel sur des sujets liés à l’administration d'outils et de campagnes sales & marketing.Pour nous aider dans l'accomplissement de nos missions, nous travaillons principalement avec les écosystèmes d'Hubspot et Salesforce. Nous répondons également à des besoins spécifiques en construisant des connecteurs ou des applications externes avec leurs outils.Depuis 2018 on accompagne des startup et des scaleup sur leurs enjeux de croissance et de performance.","Cérès cherchent des personnes qui:aime la tech, un peu geek, curieuse 🤓Approche conseil, car les hard skills c'est bien, mais encore faut-il pouvoir les appliquer 🧙Profil atypique bienvenu, nous ne regardons pas le rang d'école, nous regardons d'abord les compétences 📚","Digital, Digital Marketing / Data Marketing, IT / Digital",Équipe,https://www.welcometothejungle.com/en/companies/ceres-growth-marketing/team-1,"Rencontrez Camille, Revops & Growth manager"
1693133377-57,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Cérès,https://www.welcometothejungle.com/en/companies/ceres-growth-marketing?q=d41d252ba7618dd060c973d7dce444ec&o=20383,Paris,Voir le site,https://www.ceres.agency/,"Cérès est une agence de consulting Revops, nous accompagnons nos clients avec un rôle stratégique et opérationnel sur des sujets liés à l’administration d'outils et de campagnes sales & marketing.Pour nous aider dans l'accomplissement de nos missions, nous travaillons principalement avec les écosystèmes d'Hubspot et Salesforce. Nous répondons également à des besoins spécifiques en construisant des connecteurs ou des applications externes avec leurs outils.Depuis 2018 on accompagne des startup et des scaleup sur leurs enjeux de croissance et de performance.","Cérès cherchent des personnes qui:aime la tech, un peu geek, curieuse 🤓Approche conseil, car les hard skills c'est bien, mais encore faut-il pouvoir les appliquer 🧙Profil atypique bienvenu, nous ne regardons pas le rang d'école, nous regardons d'abord les compétences 📚","Digital, Digital Marketing / Data Marketing, IT / Digital",Équipe,https://www.welcometothejungle.com/en/companies/ceres-growth-marketing/team-1,"Rencontrez Guillaume, Co fondateur"
1693133377-58,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Cérès,https://www.welcometothejungle.com/en/companies/ceres-growth-marketing?q=d41d252ba7618dd060c973d7dce444ec&o=20383,Paris,Voir le site,https://www.ceres.agency/,"Cérès est une agence de consulting Revops, nous accompagnons nos clients avec un rôle stratégique et opérationnel sur des sujets liés à l’administration d'outils et de campagnes sales & marketing.Pour nous aider dans l'accomplissement de nos missions, nous travaillons principalement avec les écosystèmes d'Hubspot et Salesforce. Nous répondons également à des besoins spécifiques en construisant des connecteurs ou des applications externes avec leurs outils.Depuis 2018 on accompagne des startup et des scaleup sur leurs enjeux de croissance et de performance.","Cérès cherchent des personnes qui:aime la tech, un peu geek, curieuse 🤓Approche conseil, car les hard skills c'est bien, mais encore faut-il pouvoir les appliquer 🧙Profil atypique bienvenu, nous ne regardons pas le rang d'école, nous regardons d'abord les compétences 📚","Digital, Digital Marketing / Data Marketing, IT / Digital",Équipe,https://www.welcometothejungle.com/en/companies/ceres-growth-marketing/team-1,Rencontrez Ines
1693133383-59,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Yade,https://www.welcometothejungle.com/en/companies/yade?q=d41d252ba7618dd060c973d7dce444ec&o=13345,Paris,Voir le site,https://www.yade-paris.fr/,"Yade est la première marque française de collants green, conçus sans obsolescence programmée. Elle a été fondée en 2018 pour une raison simple : en finir avec les collants jetables filés au bout d'une seule utilisation. Notre mission : révolutionner le le quotidien des porteuses et porteurs de collants en concevant des collants innovants et durables. Nous sommes une marque orientée solution et nos collants répondent aux problèmes des collants existants en étant ultra-résistant, confortable et éco-produits. Après une forte croissance des ventes de nos collants, nous souhaitons développer cette démarche orientée solution au sein d'autres catégories de produits et sommes à la recherche de talents pour accompagner ce développement.","✨ Nous sommes à la recherche de pépites pour rejoindre l'aventure et accompagner la croissance de Yade ! 🌼  Pour nous, il n'y a pas vraiment de profil type. Nous recherchons des personnes qui se reconnaissent dans nos valeurs : bienveillance, esprit d'équipe et polyvalence. 💡 Nous recherchons des profils créatifs et passionnés, motivés à l'idée de faire grandir une aventure entrepreneuriale. Et enfin, nous pensons que la diversité de ses profils est une force.","Advertising, E-commerce, Fashion",Équipe,https://www.welcometothejungle.com/en/companies/yade/team-1,"Rencontrez Déborah, CEO"
1693133383-60,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Yade,https://www.welcometothejungle.com/en/companies/yade?q=d41d252ba7618dd060c973d7dce444ec&o=13345,Paris,Voir le site,https://www.yade-paris.fr/,"Yade est la première marque française de collants green, conçus sans obsolescence programmée. Elle a été fondée en 2018 pour une raison simple : en finir avec les collants jetables filés au bout d'une seule utilisation. Notre mission : révolutionner le le quotidien des porteuses et porteurs de collants en concevant des collants innovants et durables. Nous sommes une marque orientée solution et nos collants répondent aux problèmes des collants existants en étant ultra-résistant, confortable et éco-produits. Après une forte croissance des ventes de nos collants, nous souhaitons développer cette démarche orientée solution au sein d'autres catégories de produits et sommes à la recherche de talents pour accompagner ce développement.","✨ Nous sommes à la recherche de pépites pour rejoindre l'aventure et accompagner la croissance de Yade ! 🌼  Pour nous, il n'y a pas vraiment de profil type. Nous recherchons des personnes qui se reconnaissent dans nos valeurs : bienveillance, esprit d'équipe et polyvalence. 💡 Nous recherchons des profils créatifs et passionnés, motivés à l'idée de faire grandir une aventure entrepreneuriale. Et enfin, nous pensons que la diversité de ses profils est une force.","Advertising, E-commerce, Fashion",Équipe,https://www.welcometothejungle.com/en/companies/yade/team-1,"Rencontrez Claire, Chef de produit"
1693133383-61,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Yade,https://www.welcometothejungle.com/en/companies/yade?q=d41d252ba7618dd060c973d7dce444ec&o=13345,Paris,Voir le site,https://www.yade-paris.fr/,"Yade est la première marque française de collants green, conçus sans obsolescence programmée. Elle a été fondée en 2018 pour une raison simple : en finir avec les collants jetables filés au bout d'une seule utilisation. Notre mission : révolutionner le le quotidien des porteuses et porteurs de collants en concevant des collants innovants et durables. Nous sommes une marque orientée solution et nos collants répondent aux problèmes des collants existants en étant ultra-résistant, confortable et éco-produits. Après une forte croissance des ventes de nos collants, nous souhaitons développer cette démarche orientée solution au sein d'autres catégories de produits et sommes à la recherche de talents pour accompagner ce développement.","✨ Nous sommes à la recherche de pépites pour rejoindre l'aventure et accompagner la croissance de Yade ! 🌼  Pour nous, il n'y a pas vraiment de profil type. Nous recherchons des personnes qui se reconnaissent dans nos valeurs : bienveillance, esprit d'équipe et polyvalence. 💡 Nous recherchons des profils créatifs et passionnés, motivés à l'idée de faire grandir une aventure entrepreneuriale. Et enfin, nous pensons que la diversité de ses profils est une force.","Advertising, E-commerce, Fashion",Équipe,https://www.welcometothejungle.com/en/companies/yade/team-1,"Rencontrez Clara, Assistante Chef de Projet"
1693133391-62,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Bogoods,https://www.welcometothejungle.com/en/companies/bogoods?q=d41d252ba7618dd060c973d7dce444ec&o=11794,Issy-Les-Moulineaux,Voir le site,https://www.bogoods.com/,"Bogoods est une agence qui valorise les marques par la création d'objets sur mesure.Fondé en 2013, Bogoods imagine, développe & fabrique les meilleurs concepts d'accessoires, de gift/goodie & de packaging pour répondre aux besoins de ses clients: de jolies marques de mode & d'accessoire, de cosmétique, de food ou de tech.La culture Bogoods c’est…L'art de chouchouter son client comme jamais!1 problème, 1 sourire, 3 solutions!Etre sérieux sans se prendre au sérieux!S’inspirer par les voyages & les nouvelles rencontres!Penser grand!","Dans vos expériences précédentes, chaque nouvelle demande était pour vous l’opportunité de partir d’une page blanche, d’ouvrir le champ des possibles et de vous donner l’occasion de vous faire confiance pour de nouveaux projets!Travailler dans la bonne humeur et en musique est pour vous in-dis-pen-sable!Vous êtes toujours enthousiaste à l’idée de relever de nouveaux challenges et la routine n’est clairement pas votre truc,Vous êtes féru(e) de nouvelles tendances, d'habitudes de consommation ou de technologie!Vous avez un goût prononcé pour le travail en équipe, l’agilité, la réactivité et le sens du service,Vous êtes à l’aise à l’oral et doté(e) d’un excellent sens du relationnel,Animé(e) par la volonté de vous dépasser au quotidien vous êtes un adepte du test & learn,Vous êtes rigoureux(se) dans toutes vos actions et avez un fort esprit d’analyse!","Design, Fashion, Marketing / Communications",Équipe,https://www.welcometothejungle.com/en/companies/bogoods/team,"Rencontrez Mathieu, CEO"
1693133391-63,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Bogoods,https://www.welcometothejungle.com/en/companies/bogoods?q=d41d252ba7618dd060c973d7dce444ec&o=11794,Issy-Les-Moulineaux,Voir le site,https://www.bogoods.com/,"Bogoods est une agence qui valorise les marques par la création d'objets sur mesure.Fondé en 2013, Bogoods imagine, développe & fabrique les meilleurs concepts d'accessoires, de gift/goodie & de packaging pour répondre aux besoins de ses clients: de jolies marques de mode & d'accessoire, de cosmétique, de food ou de tech.La culture Bogoods c’est…L'art de chouchouter son client comme jamais!1 problème, 1 sourire, 3 solutions!Etre sérieux sans se prendre au sérieux!S’inspirer par les voyages & les nouvelles rencontres!Penser grand!","Dans vos expériences précédentes, chaque nouvelle demande était pour vous l’opportunité de partir d’une page blanche, d’ouvrir le champ des possibles et de vous donner l’occasion de vous faire confiance pour de nouveaux projets!Travailler dans la bonne humeur et en musique est pour vous in-dis-pen-sable!Vous êtes toujours enthousiaste à l’idée de relever de nouveaux challenges et la routine n’est clairement pas votre truc,Vous êtes féru(e) de nouvelles tendances, d'habitudes de consommation ou de technologie!Vous avez un goût prononcé pour le travail en équipe, l’agilité, la réactivité et le sens du service,Vous êtes à l’aise à l’oral et doté(e) d’un excellent sens du relationnel,Animé(e) par la volonté de vous dépasser au quotidien vous êtes un adepte du test & learn,Vous êtes rigoureux(se) dans toutes vos actions et avez un fort esprit d’analyse!","Design, Fashion, Marketing / Communications",Équipe,https://www.welcometothejungle.com/en/companies/bogoods/team,"Rencontrez Joséphine, Bras droit CEO"
